,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
6779,S,Vacuum,S_A,A,B,S_A,,10000,889.5,0,43993,High coupling,Weakly_desirable
6780,C,Water heater,A,B,C_A,C_A,,10000,881.199999996,0,43993,High coupling,Weakly_desirable
6781,S,Metal detector,A,B,S_A,S_A,,10000,1321.9,0,43993,High coupling,Weakly_desirable
6782,P,Outdoor solar lights,P_A,A,B,B,,10000,806.199999996,0,43993,High coupling,Weakly_desirable
6783,F,Thermometer gun,C,A,B,C,,10000,12393,1,43993,High coupling,Weakly_desirable
6784,A,Clothes Steamer,A_A,B,A,A_A,,10000,851.200000003,0,43993,High coupling,Weakly_desirable
6785,P,Air purifier,B,A,P_A,B,,10000,784.700000003,0,43993,High coupling,Weakly_desirable
6786,F,Garbage disposal,C,A,B,C,,10000,733.600000001,0,43993,High coupling,Weakly_desirable
6787,C,Mobility scooter,C_A,A,B,C_A,,10000,671.700000003,0,43993,High coupling,Weakly_desirable
6788,S,Headlight bulbs,A,S_A,B,A,,10000,132.299999997,0,43993,High coupling,Weakly_desirable
6789,A,Leaf Blower,A_A,B,A,A_A,,10000,665.799999997,0,43993,High coupling,Weakly_desirable
6790,C,Smart lock,A,B,C_A,C_A,,10000,283.600000001,0,43993,High coupling,Weakly_desirable
6791,P,Organic fertilizer,P_B,B,A,A,,10000,1097,0,43993,High coupling,Weakly_desirable
6792,F,Stun gun,A,B,C,C,,10000,578.700000003,0,43993,High coupling,Weakly_desirable
6793,S,Night light,B,S_A,A,A,,10000,1278.09999999,0,43993,High coupling,Weakly_desirable
6794,A,Rash cream,A,B,A_A,A,,10000,1815.5,0,43993,High coupling,Weakly_desirable
6795,P,Countertop blender,B,P_B,A,B,,10000,5261.3,1,43993,High coupling,Weakly_desirable
6796,C,Car vacuum,A,B,C_B,A,,10000,597.699999996,0,43993,High coupling,Weakly_desirable
6797,A,Smart bulb,B,A,A_B,A,,10000,692.600000001,0,43993,High coupling,Weakly_desirable
6798,S,Air Fryer Oven,S_A,B,A,A,,10000,996.199999996,0,43993,High coupling,Weakly_desirable
6799,F,Outdoor TV antenna,A,C,B,B,,10000,836,0,43993,High coupling,Weakly_desirable
6800,F,Baby rocker,B,C,A,C,,10000,6778.30000001,1,42195,Low coupling,Undesirable
6801,C,Car vacuum,C_B,A,B,B,,10000,796.600000009,0,42195,Low coupling,Undesirable
6802,P,Wifi extender,P_B,A,B,A,,10000,2952.40000001,0,42195,Low coupling,Undesirable
6803,S,Pressure washer,S_A,B,A,A,,10000,558.700000003,0,42195,Low coupling,Undesirable
6804,A,Walker with seat,A,B,A_B,A,,10000,600.900000006,0,42195,Low coupling,Undesirable
6805,P,Dehumidifier,A,P_B,B,B,,10000,483.5,0,42195,Low coupling,Undesirable
6806,F,Megaphone,A,B,C,C,,10000,435.299999997,0,42195,Low coupling,Undesirable
6807,C,Smart lock,C_B,B,A,B,,10000,584.799999997,0,42195,Low coupling,Undesirable
6808,S,Security camera,S_B,B,A,B,,10000,541.200000003,0,42195,Low coupling,Undesirable
6809,A,Rash cream,B,A,A_A,A,,10000,729.099999994,0,42195,Low coupling,Undesirable
6810,F,Electric kettle,B,C,A,C,,10000,445.299999997,0,42195,Low coupling,Undesirable
6811,C,Puree machine,A,C_A,B,A,,10000,1565,0,42195,Low coupling,Undesirable
6812,S,Metal detector,S_A,A,B,A,,10000,748.799999997,0,42195,Low coupling,Undesirable
6813,P,Electric mop,A,P_A,B,A,,10000,542.699999988,0,42195,Low coupling,Undesirable
6814,A,Slow cooker,A,A_B,B,B,,10000,326.799999997,0,42195,Low coupling,Undesirable
6815,P,Countertop blender,B,P_B,A,B,,10000,1240.90000001,0,42195,Low coupling,Undesirable
6816,C,Water heater,A,B,C_A,A,,10000,482.400000006,0,42195,Low coupling,Undesirable
6817,S,Headlight bulbs,S_A,B,A,A,,10000,409,0,42195,Low coupling,Undesirable
6818,F,Inflatable baby pool,A,B,C,C,,10000,478.400000006,0,42195,Low coupling,Undesirable
6819,A,Cloth diapers,B,A,A_A,A,,10000,577.900000006,0,42195,Low coupling,Undesirable
6820,F,Fire extinguisher,A,B,C,C,,10000,472.799999997,0,42195,Low coupling,Undesirable
6821,S,Air Fryer Oven,A,S_A,B,B,,10000,1306.09999999,0,42195,Low coupling,Undesirable
6822,P,Solar panel system,B,P_A,A,A,,10000,410.200000003,0,42195,Low coupling,Undesirable
6823,C,Pesticide,C_B,A,B,B,,10000,323.399999991,0,42195,Low coupling,Undesirable
6824,A,Leaf Blower,A,B,A_A,A,,10000,575.299999997,0,42195,Low coupling,Undesirable
6825,S,Baby high chair,S_B,A,B,B,,10000,603.100000009,0,42195,Low coupling,Undesirable
6826,C,Insect repellent,A,C_B,B,B,,10000,489.200000003,0,42195,Low coupling,Undesirable
6827,P,Paint sprayer,B,A,P_B,B,,10000,576.5,0,42195,Low coupling,Undesirable
6828,A,Clothes Steamer,A,A_A,B,A,,10000,473.799999997,0,42195,Low coupling,Undesirable
6829,F,Thermometer gun,C,A,B,C,,10000,167.700000003,0,42195,Low coupling,Undesirable
6830,S,Vacuum,S_B,B,A,S_B,,10000,792.299999997,0,42195,Low coupling,Undesirable
6831,F,Garbage disposal,C,A,B,C,,10000,558.400000006,0,42195,Low coupling,Undesirable
6832,C,Mobility scooter,A,B,C_B,B,,10000,12842.8,1,42195,Low coupling,Undesirable
6833,P,Air purifier,A,P_B,B,B,,10000,12462.2,1,42195,Low coupling,Undesirable
6834,A,Tire inflator,A,B,A_A,A,,10000,1231,0,42195,Low coupling,Undesirable
6835,S,Night light,S_B,A,B,B,,10000,507.899999991,0,42195,Low coupling,Undesirable
6836,F,Kitchen Scale,A,C,B,C,,10000,685.699999988,0,42195,Low coupling,Undesirable
6837,A,UV lamp,B,A,A_A,A,,10000,355,0,42195,Low coupling,Undesirable
6838,C,Lawn mower,B,A,C_A,A,,10000,4109.90000001,0,42195,Low coupling,Undesirable
6839,P,Baby stroller,P_A,A,B,A,,10000,483.099999994,0,42195,Low coupling,Undesirable
6840,C,Baby crib,B,A,C_B,B,,10000,372.600000009,0,42195,Low coupling,Undesirable
6841,P,Outdoor solar lights,B,A,P_A,A,,10000,582.5,0,42195,Low coupling,Undesirable
6842,S,Air mattress,A,B,S_A,A,,10000,77,0,42195,Low coupling,Undesirable
6843,A,Car seat,A_B,B,A,B,,10000,758.199999988,0,42195,Low coupling,Undesirable
6844,F,Automatic pet feeder,A,C,B,A,,10000,6.5,0,42195,Low coupling,Undesirable
6845,F,Pepper spray,B,A,C,A,,10000,730.099999994,0,42195,Low coupling,Undesirable
6846,P,Organic fertilizer,A,B,P_A,A,,10000,486.100000009,0,42195,Low coupling,Undesirable
6847,A,Smart bulb,A,B,A_A,A_A,,10000,574.099999994,0,42195,Low coupling,Undesirable
6848,S,Odor neutralizer,B,S_A,A,A,,10000,585.599999994,0,42195,Low coupling,Undesirable
6849,C,White noise machine,A,C_B,B,B,,10000,618.799999997,0,42195,Low coupling,Undesirable
6850,A,Cloth diapers,B,A_B,A,A,,10000,1320,0,42195,Low coupling,Undesirable
6851,C,Water heater,A,B,C_B,B,,10000,2659,0,42195,Low coupling,Undesirable
6852,P,Paint sprayer,P_A,B,A,B,,10000,4931.8,0,42195,Low coupling,Undesirable
6853,F,Automatic pet feeder,A,B,C,A,,10000,472.799999997,0,42195,Low coupling,Undesirable
6854,S,Odor neutralizer,A,S_B,B,B,,10000,898.099999994,0,42195,Low coupling,Undesirable
6855,F,Alarm clock,C,A,B,A,,10000,4570.80000001,0,42195,Low coupling,Undesirable
6856,C,White noise machine,B,A,C_A,A,,10000,5272.5,1,42195,Low coupling,Undesirable
6857,S,Security camera,A,S_A,B,S_A,,10000,67.099999994,0,42195,Low coupling,Undesirable
6858,P,Electric mop,A,B,P_B,B,,10000,376.799999997,0,42195,Low coupling,Undesirable
6859,A,UV lamp,A,B,A_B,B,,10000,1136.90000001,0,42195,Low coupling,Undesirable
6860,P,Air purifier,B,A,P_A,A,,10000,563.5,0,42195,Low coupling,Undesirable
6861,S,Pressure washer,S_B,B,A,B,,10000,793.900000006,0,42195,Low coupling,Undesirable
6862,C,Car vacuum,C_A,A,B,A,,10000,626.299999997,0,42195,Low coupling,Undesirable
6863,F,Baby rocker,C,B,A,B,,10000,1975.3,0,42195,Low coupling,Undesirable
6864,A,Leaf Blower,A_B,B,A,B,,10000,2307.89999999,0,42195,Low coupling,Undesirable
6865,A,Clothes Steamer,A_B,A,B,A_B,,10000,662.600000009,0,42195,Low coupling,Undesirable
6866,C,Mobility scooter,C_A,A,B,A,,10000,1661.40000001,0,42195,Low coupling,Undesirable
6867,F,Megaphone,A,B,C,C,,10000,495.599999994,0,42195,Low coupling,Undesirable
6868,S,Air mattress,S_B,A,B,B,,10000,628.299999997,0,42195,Low coupling,Undesirable
6869,P,Dehumidifier,P_A,A,B,A,,10000,1232.90000001,0,42195,Low coupling,Undesirable
6870,S,Night light,B,S_A,A,A,,10000,3317.80000001,0,42195,Low coupling,Undesirable
6871,A,Slow cooker,A,A_A,B,A,,10000,4475.3,0,42195,Low coupling,Undesirable
6872,F,Pepper spray,C,B,A,C,,10000,540.399999991,0,42195,Low coupling,Undesirable
6873,C,Pesticide,B,A,C_A,A,,10000,1231.10000001,0,42195,Low coupling,Undesirable
6874,P,Outdoor solar lights,A,B,P_B,B,,10000,2422.5,0,42195,Low coupling,Undesirable
6875,F,Electric kettle,C,A,B,C,,10000,563.900000006,0,42195,Low coupling,Undesirable
6876,S,Baby high chair,S_A,B,A,S_A,,10000,1020.09999999,0,42195,Low coupling,Undesirable
6877,P,Countertop blender,A,B,P_A,A,,10000,1542.80000001,0,42195,Low coupling,Undesirable
6878,A,Smart bulb,A,B,A_B,A_B,,10000,2336.59999999,0,42195,Low coupling,Undesirable
6879,C,Smart lock,A,B,C_A,A,,10000,7280.90000001,1,42195,Low coupling,Undesirable
6880,F,Garbage disposal,B,A,C,C,,10000,656.600000009,0,42195,Low coupling,Undesirable
6881,A,Rash cream,A_B,B,A,A_B,,10000,939.899999991,0,42195,Low coupling,Undesirable
6882,C,Lawn mower,B,C_B,A,B,,10000,728.299999997,0,42195,Low coupling,Undesirable
6883,P,Wifi extender,P_A,A,B,A,,10000,460.600000009,0,42195,Low coupling,Undesirable
6884,S,Metal detector,S_B,B,A,S_B,,10000,1635.89999999,0,42195,Low coupling,Undesirable
6885,P,Baby stroller,B,A,P_B,B,,10000,2928.3,0,42195,Low coupling,Undesirable
6886,A,Car seat,B,A,A_A,A_A,,10000,766.099999994,0,42195,Low coupling,Undesirable
6887,F,Microwave,C,B,A,C,,10000,626.599999994,0,42195,Low coupling,Undesirable
6888,C,Baby crib,C_A,B,A,B,,10000,1244,0,42195,Low coupling,Undesirable
6889,S,Air Fryer Oven,S_B,B,A,B,,10000,624.599999994,0,42195,Low coupling,Undesirable
6890,A,Tire inflator,A,B,A_B,B,,10000,1117.2,0,42195,Low coupling,Undesirable
6891,F,Kitchen Scale,A,B,C,C,,10000,2121.3,0,42195,Low coupling,Undesirable
6892,S,Vacuum,A,S_A,B,A,,10000,1570.5,0,42195,Low coupling,Undesirable
6893,P,Organic fertilizer,P_B,B,A,B,,10000,690.700000003,0,42195,Low coupling,Undesirable
6894,C,Insect repellent,B,A,C_A,A,,10000,2039.39999999,0,42195,Low coupling,Undesirable
6895,S,Headlight bulbs,S_B,A,B,S_B,,10000,358.599999994,0,42195,Low coupling,Undesirable
6896,F,Thermometer gun,C,B,A,C,,10000,2059.3,0,42195,Low coupling,Undesirable
6897,A,Walker with seat,A_A,B,A,A,,10000,2378.8,0,42195,Low coupling,Undesirable
6898,P,Solar panel system,P_B,A,B,B,,10000,3476.89999999,0,42195,Low coupling,Undesirable
6899,C,Puree machine,B,A,C_B,B,,10000,575.600000009,0,42195,Low coupling,Undesirable
6900,C,White noise machine,B,C_B,A,A,,10000,779,0,42626,Low coupling,Highly_desirable
6901,P,Electric mop,P_A,B,A,B,,10000,2933,0,42626,Low coupling,Highly_desirable
6902,A,Leaf Blower,A,B,A_A,B,,10000,395.0,0,42626,Low coupling,Highly_desirable
6903,S,Headlight bulbs,S_A,A,B,A,,10000,498,0,42626,Low coupling,Highly_desirable
6904,F,Hearing aid,A,C,B,C,,10000,1145,0,42626,Low coupling,Highly_desirable
6905,F,Baby rocker,B,A,C,C,,10000,1457,0,42626,Low coupling,Highly_desirable
6906,C,Mobility scooter,B,C_B,A,A,,10000,5722,1,42626,Low coupling,Highly_desirable
6907,S,Night light,B,A,S_B,A,,10000,352.0,0,42626,Low coupling,Highly_desirable
6908,A,UV lamp,A_A,B,A,B,,10000,379,0,42626,Low coupling,Highly_desirable
6909,P,Wifi extender,P_A,B,A,A,,10000,341,0,42626,Low coupling,Highly_desirable
6910,F,Stun gun,A,C,B,C,,10000,419,0,42626,Low coupling,Highly_desirable
6911,P,Countertop blender,P_B,B,A,B,,10000,363,0,42626,Low coupling,Highly_desirable
6912,C,Water heater,A,C_B,B,A,,10000,1103,0,42626,Low coupling,Highly_desirable
6913,A,Clothes Steamer,B,A_B,A,A,,10000,398,0,42626,Low coupling,Highly_desirable
6914,S,Pressure washer,A,S_A,B,B,,10000,415,0,42626,Low coupling,Highly_desirable
6915,S,Baby high chair,A,B,S_A,B,,10000,319.0,0,42626,Low coupling,Highly_desirable
6916,C,Baby crib,C_A,B,A,A,,10000,1321,0,42626,Low coupling,Highly_desirable
6917,F,Automatic pet feeder,B,C,A,B,,10000,386,0,42626,Low coupling,Highly_desirable
6918,P,Baby stroller,B,A,P_B,B,,10000,351,0,42626,Low coupling,Highly_desirable
6919,A,Smart bulb,B,A,A_A,B,,10000,849,0,42626,Low coupling,Highly_desirable
6920,C,Car vacuum,A,C_A,B,A,,10000,403,0,42626,Low coupling,Highly_desirable
6921,F,Garbage disposal,A,C,B,C,,10000,486,0,42626,Low coupling,Highly_desirable
6922,S,Vacuum,A,S_B,B,S_B,,10000,1268,0,42626,Low coupling,Highly_desirable
6923,A,Rash cream,B,A_B,A,B,,10000,400,0,42626,Low coupling,Highly_desirable
6924,P,Dehumidifier,P_A,B,A,B,,10000,323.0,0,42626,Low coupling,Highly_desirable
6925,A,Tire inflator,A,A_A,B,B,,10000,1605,0,42626,Low coupling,Highly_desirable
6926,C,Lawn mower,B,A,C_A,C_A,,10000,1335.0,0,42626,Low coupling,Highly_desirable
6927,S,Air mattress,A,S_A,B,B,,10000,703.0,0,42626,Low coupling,Highly_desirable
6928,P,Paint sprayer,P_A,B,A,B,,10000,408,0,42626,Low coupling,Highly_desirable
6929,F,Kitchen Scale,A,B,C,A,,10000,454,0,42626,Low coupling,Highly_desirable
6930,C,Puree machine,B,C_B,A,C_B,,10000,426,0,42626,Low coupling,Highly_desirable
6931,F,Outdoor TV antenna,A,C,B,C,,10000,436,0,42626,Low coupling,Highly_desirable
6932,P,Air purifier,P_B,B,A,A,,10000,451.0,0,42626,Low coupling,Highly_desirable
6933,S,Metal detector,A,S_A,B,B,,10000,744,0,42626,Low coupling,Highly_desirable
6934,A,Slow cooker,A_A,B,A,A,,10000,2011,0,42626,Low coupling,Highly_desirable
6935,A,Car seat,A_B,A,B,B,,10000,1112,0,42626,Low coupling,Highly_desirable
6936,F,Megaphone,A,B,C,C,,10000,2413,0,42626,Low coupling,Highly_desirable
6937,S,Odor neutralizer,A,B,S_A,A,,10000,395,0,42626,Low coupling,Highly_desirable
6938,C,Smart lock,A,C_B,B,B,,10000,729,0,42626,Low coupling,Highly_desirable
6939,P,Organic fertilizer,P_A,A,B,A,,10000,394,0,42626,Low coupling,Highly_desirable
6940,S,Air Fryer Oven,A,S_A,B,S_A,,10000,365,0,42626,Low coupling,Highly_desirable
6941,P,Solar panel system,B,P_B,A,A,,10000,1198.0,0,42626,Low coupling,Highly_desirable
6942,A,Cloth diapers,B,A_B,A,B,,10000,425,0,42626,Low coupling,Highly_desirable
6943,F,Alarm clock,A,C,B,B,,10000,5950,1,42626,Low coupling,Highly_desirable
6944,C,Insect repellent,A,C_A,B,B,,10000,616,0,42626,Low coupling,Highly_desirable
6945,F,LED strip lights,C,B,A,C,,10000,842,0,42626,Low coupling,Highly_desirable
6946,C,Pesticide,B,C_A,A,C_A,,10000,288,0,42626,Low coupling,Highly_desirable
6947,S,Security camera,S_B,B,A,A,,10000,882.0,0,42626,Low coupling,Highly_desirable
6948,P,Outdoor solar lights,P_A,A,B,A,,10000,276.0,0,42626,Low coupling,Highly_desirable
6949,A,Walker with seat,A,A_A,B,B,,10000,310.0,0,42626,Low coupling,Highly_desirable
6950,A,Car seat,A,B,A_A,A,,10000,360.0,0,42626,Low coupling,Highly_desirable
6951,P,Countertop blender,A,P_A,B,A,,10000,766,0,42626,Low coupling,Highly_desirable
6952,F,Outdoor TV antenna,B,C,A,B,,10000,305,0,42626,Low coupling,Highly_desirable
6953,S,Headlight bulbs,A,B,S_B,A,,10000,2321,0,42626,Low coupling,Highly_desirable
6954,C,Mobility scooter,C_A,A,B,A,,10000,442,0,42626,Low coupling,Highly_desirable
6955,A,Cloth diapers,A_A,A,B,A_A,,10000,386,0,42626,Low coupling,Highly_desirable
6956,P,Electric mop,P_B,A,B,A,,10000,2014.0,0,42626,Low coupling,Highly_desirable
6957,S,Pressure washer,A,S_B,B,S_B,,10000,451.0,0,42626,Low coupling,Highly_desirable
6958,C,Water heater,B,A,C_A,A,,10000,330,0,42626,Low coupling,Highly_desirable
6959,F,Baby rocker,C,B,A,C,,10000,1118,0,42626,Low coupling,Highly_desirable
6960,C,Smart lock,B,C_A,A,A,,10000,5165,1,42626,Low coupling,Highly_desirable
6961,P,Outdoor solar lights,B,A,P_B,A,,10000,407,0,42626,Low coupling,Highly_desirable
6962,S,Baby high chair,A,S_B,B,A,,10000,2111,0,42626,Low coupling,Highly_desirable
6963,A,Tire inflator,B,A,A_B,B,,10000,1166,0,42626,Low coupling,Highly_desirable
6964,F,Protein powder,C,B,A,C,,10000,304,0,42626,Low coupling,Highly_desirable
6965,C,Lawn mower,A,C_B,B,A,,10000,566,0,42626,Low coupling,Highly_desirable
6966,A,Slow cooker,A_B,A,B,A,,10000,268.0,0,42626,Low coupling,Highly_desirable
6967,F,Garbage disposal,B,A,C,C,,10000,321,0,42626,Low coupling,Highly_desirable
6968,P,Baby stroller,A,B,P_A,B,,10000,347,0,42626,Low coupling,Highly_desirable
6969,S,Vacuum,S_A,A,B,S_A,,10000,533,0,42626,Low coupling,Highly_desirable
6970,S,Air Fryer Oven,S_B,B,A,A,,10000,301,0,42626,Low coupling,Highly_desirable
6971,A,Rash cream,B,A_A,A,B,,10000,294,0,42626,Low coupling,Highly_desirable
6972,F,Megaphone,C,A,B,C,,10000,334,0,42626,Low coupling,Highly_desirable
6973,P,Dehumidifier,P_B,B,A,B,,10000,324.0,0,42626,Low coupling,Highly_desirable
6974,C,White noise machine,A,B,C_A,A,,10000,469,0,42626,Low coupling,Highly_desirable
6975,A,UV lamp,B,A,A_B,B,,10000,290.0,0,42626,Low coupling,Highly_desirable
6976,P,Organic fertilizer,A,P_B,B,A,,10000,333,0,42626,Low coupling,Highly_desirable
6977,S,Odor neutralizer,S_B,A,B,S_B,,10000,405,0,42626,Low coupling,Highly_desirable
6978,C,Car vacuum,C_B,B,A,B,,10000,666.0,0,42626,Low coupling,Highly_desirable
6979,F,Electric kettle,B,C,A,C,,10000,365,0,42626,Low coupling,Highly_desirable
6980,S,Night light,B,A,S_A,A,,10000,440,0,42626,Low coupling,Highly_desirable
6981,P,Paint sprayer,B,A,P_B,A,,10000,367,0,42626,Low coupling,Highly_desirable
6982,F,Alarm clock,B,A,C,C,,10000,337,0,42626,Low coupling,Highly_desirable
6983,C,Puree machine,B,A,C_A,A,,10000,922,0,42626,Low coupling,Highly_desirable
6984,A,Smart bulb,B,A,A_B,A,,10000,329,0,42626,Low coupling,Highly_desirable
6985,P,Wifi extender,P_B,B,A,A,,10000,393,0,42626,Low coupling,Highly_desirable
6986,C,Insect repellent,C_B,A,B,A,,10000,497.0,0,42626,Low coupling,Highly_desirable
6987,F,Automatic pet feeder,A,C,B,C,,10000,576,0,42626,Low coupling,Highly_desirable
6988,A,Clothes Steamer,A,A_A,B,A_A,,10000,2110.0,0,42626,Low coupling,Highly_desirable
6989,S,Air mattress,S_B,A,B,B,,10000,611.0,0,42626,Low coupling,Highly_desirable
6990,A,Leaf Blower,A,A_B,B,A,,10000,10986,1,42626,Low coupling,Highly_desirable
6991,F,Kitchen Scale,C,A,B,A,,10000,1211,0,42626,Low coupling,Highly_desirable
6992,S,Metal detector,B,S_B,A,A,,10000,2569,0,42626,Low coupling,Highly_desirable
6993,C,Pesticide,B,C_B,A,A,,10000,449.0,0,42626,Low coupling,Highly_desirable
6994,P,Solar panel system,B,P_A,A,B,,10000,3749,0,42626,Low coupling,Highly_desirable
6995,F,LED strip lights,B,A,C,C,,10000,422,0,42626,Low coupling,Highly_desirable
6996,P,Air purifier,A,P_A,B,A,,10000,831,0,42626,Low coupling,Highly_desirable
6997,C,Baby crib,B,C_B,A,A,,10000,1376,0,42626,Low coupling,Highly_desirable
6998,S,Security camera,B,S_A,A,A,,10000,3971,0,42626,Low coupling,Highly_desirable
6999,A,Walker with seat,B,A,A_B,B,,10000,511,0,42626,Low coupling,Highly_desirable
7000,S,Baby high chair,A,S_B,B,S_B,,10000,1334.70000005,0,37059,Low coupling,Highly_desirable
7001,P,Outdoor solar lights,B,P_A,A,A,,10000,1366.5999999,0,37059,Low coupling,Highly_desirable
7002,A,Tire inflator,A_B,A,B,B,,10000,7863,1,37059,Low coupling,Highly_desirable
7003,F,Fire extinguisher,A,B,C,C,,10000,760.599999905,0,37059,Low coupling,Highly_desirable
7004,C,Pesticide,C_A,B,A,A,,10000,3029.39999986,0,37059,Low coupling,Highly_desirable
7005,C,Car vacuum,B,C_B,A,B,,10000,498.400000095,0,37059,Low coupling,Highly_desirable
7006,A,Clothes Steamer,A,B,A_B,A,,10000,3994.29999995,0,37059,Low coupling,Highly_desirable
7007,S,Metal detector,A,B,S_B,B,,10000,924.600000143,0,37059,Low coupling,Highly_desirable
7008,F,Cordless home phone,B,A,C,C,,10000,4222,0,37059,Low coupling,Highly_desirable
7009,P,Baby stroller,B,A,P_B,A,,10000,3127.39999986,0,37059,Low coupling,Highly_desirable
7010,S,Night light,B,S_B,A,S_B,,10000,988.5,0,37059,Low coupling,Highly_desirable
7011,C,Baby crib,B,A,C_A,A,,10000,1111.4000001,0,37059,Low coupling,Highly_desirable
7012,A,Slow cooker,A,B,A_B,B,,10000,513.5,0,37059,Low coupling,Highly_desirable
7013,P,Air purifier,P_B,B,A,B,,10000,452.900000095,0,37059,Low coupling,Highly_desirable
7014,F,Automatic pet feeder,A,B,C,C,,10000,532.600000143,0,37059,Low coupling,Highly_desirable
7015,A,Car seat,B,A_A,A,A,,10000,540.399999857,0,37059,Low coupling,Highly_desirable
7016,F,Kitchen Scale,A,C,B,C,,10000,781.299999952,0,37059,Low coupling,Highly_desirable
7017,S,Pressure washer,B,S_B,A,S_B,,10000,1695.5,0,37059,Low coupling,Highly_desirable
7018,C,Mobility scooter,B,A,C_A,B,,10000,487.200000048,0,37059,Low coupling,Highly_desirable
7019,P,Countertop blender,A,B,P_B,A,,10000,402.399999857,0,37059,Low coupling,Highly_desirable
7020,C,Water heater,C_B,A,B,B,,10000,2066.60000014,0,37059,Low coupling,Highly_desirable
7021,S,Headlight bulbs,B,S_B,A,B,,10000,652.799999952,0,37059,Low coupling,Highly_desirable
7022,F,Alarm clock,A,B,C,C,,10000,1454.79999995,0,37059,Low coupling,Highly_desirable
7023,A,Leaf Blower,A_B,B,A,B,,10000,955.299999952,0,37059,Low coupling,Highly_desirable
7024,P,Paint sprayer,B,P_B,A,B,,10000,574,0,37059,Low coupling,Highly_desirable
7025,F,Rechargeable AA batteries,C,A,B,C,,10000,3949.5,0,37059,Low coupling,Highly_desirable
7026,P,Wifi extender,B,A,P_B,B,,10000,431.099999905,0,37059,Low coupling,Highly_desirable
7027,S,Air mattress,A,S_B,B,B,,10000,3907.89999986,0,37059,Low coupling,Highly_desirable
7028,A,UV lamp,A,A_A,B,B,,10000,2655.79999995,0,37059,Low coupling,Highly_desirable
7029,C,Lawn mower,B,A,C_A,A,,10000,905.399999857,0,37059,Low coupling,Highly_desirable
7030,S,Odor neutralizer,A,B,S_A,S_A,,10000,1499.89999986,0,37059,Low coupling,Highly_desirable
7031,P,Organic fertilizer,P_B,B,A,B,,10000,422.899999857,0,37059,Low coupling,Highly_desirable
7032,C,Smart lock,B,A,C_A,B,,10000,636.699999809,0,37059,Low coupling,Highly_desirable
7033,A,Cloth diapers,B,A_B,A,B,,10000,662.400000095,0,37059,Low coupling,Highly_desirable
